"";"X";"NoEssai";"NoBloc";"NoTraitement";"clrN";"clrP";"clrK";"clrMg";"clrCa";"clrFv";"Cultivar";"Maturity5";"RendVendable";"yieldClass";"group_i";"pred_yield"
"949";949;69;3;5;0,758063773775471;-1,96498450290417;0,522696073766551;-2,14730605969813;-0,911834588312822;3,7433653033731;"Snowden";"late";43,44444444;"HY";"4";"HY"
"950";950;69;3;6;0,825998534875054;-1,87358454859472;0,64030963806653;-2,22189124286294;-1,06921173292455;3,69837935144063;"Snowden";"late";34,30555556;"LY";"4";"HY"
"951";951;69;3;7;0,874942689438527;-1,84305784251685;0,524984467131838;-2,2783759137747;-1,01270954044342;3,73421614016461;"Snowden";"late";39,36111111;"HY";"4";"HY"
"952";952;69;3;8;0,870810017302725;-1,94517802047161;0,531631419083769;-2,24367100902761;-0,936513968466442;3,72292156157917;"Snowden";"late";36,77777778;"HY";"4";"HY"
"955";955;70;1;2;0,92094612470218;-1,83522061305999;0,554375856923687;-2,24068572116815;-1,1728450911668;3,77342944376907;"Kennebec";"mid-season";38,5;"HY";"4";"HY"
"956";956;70;1;3;0,919664415102027;-1,69499043840063;0,516027461067925;-2,29282743915625;-1,16436218733846;3,71648818872539;"Kennebec";"mid-season";36,75;"HY";"4";"HY"
"957";957;70;1;4;0,897582429566289;-1,70619067960271;0,507163279663395;-2,16166620828553;-1,21507012691605;3,6781813055746;"Kennebec";"mid-season";37,61111111;"HY";"4";"HY"
"958";958;70;1;5;0,859003435832471;-1,78322346854407;0,675890426682205;-2,32221996927675;-1,16204978760921;3,73259936291536;"Kennebec";"mid-season";40,41666667;"HY";"4";"HY"
"959";959;70;1;6;0,880422723293303;-2,1114559809447;0,586284850498651;-2,1114559809447;-0,975103364293741;3,73130775239118;"Kennebec";"mid-season";35,33333333;"HY";"4";"HY"
"960";960;70;1;7;0,876166261841182;-2,00940471871163;0,661170371224038;-2,24120633276895;-1,00725269623108;3,72052711464644;"Kennebec";"mid-season";40,36111111;"HY";"4";"HY"
"961";961;70;1;8;0,808895079457205;-1,9928110413533;0,569804592762013;-2,12202277283331;-0,864345789535512;3,60047993150291;"Kennebec";"mid-season";36,61111111;"HY";"4";"LY"
"963";963;70;2;1;0,800893960868586;-1,870324590187;0,639521007948257;-2,18877832130553;-1,11833690960412;3,7370248522798;"Kennebec";"mid-season";35,63888889;"HY";"4";"HY"
"964";964;70;2;2;0,877751156633941;-1,77307870920658;0,598148316509625;-2,15256833091149;-1,23627759903733;3,68602516601184;"Kennebec";"mid-season";31,11111111;"LY";"4";"HY"
"965";965;70;2;3;0,948748928557166;-1,94826737205767;0,564038251918448;-2,17141092337188;-1,14477213432886;3,75166324928279;"Kennebec";"mid-season";40,75;"HY";"4";"HY"
"966";966;70;2;4;0,928226770924652;-1,80420837074388;0,530294325218474;-2,1962504585199;-1,13846016437205;3,6803978974927;"Kennebec";"mid-season";34,75;"HY";"4";"HY"
"967";967;70;2;5;0,864509715480622;-1,84544343576767;0,562787846361359;-2,14269495923561;-1,13811162021577;3,69895245337707;"Kennebec";"mid-season";41,13888889;"HY";"4";"HY"
"968";968;70;2;6;0,805814890911134;-1,96221801479279;0,607382513844481;-2,20062903823779;-0,884014597755884;3,63366424603084;"Kennebec";"mid-season";38,13888889;"HY";"4";"HY"
"970";970;70;2;8;0,888188675234351;-2,01780122281878;0,616482828043822;-2,16090206645945;-1,00015799668434;3,67418978268439;"Kennebec";"mid-season";36,13888889;"HY";"4";"HY"
"971";971;70;2;9;0,856348683294332;-2,00870526661754;0,575292285814689;-2,21634463139579;-0,820480819259746;3,61388974816405;"Kennebec";"mid-season";38,16666667;"HY";"4";"HY"
"972";972;70;3;1;0,833388662083581;-1,97414273634029;0,603982042279809;-2,16338473597882;-1,06477244731071;3,76492921526644;"Kennebec";"mid-season";34,36111111;"HY";"4";"HY"
"974";974;70;3;3;0,873639708848408;-1,78385561399727;0,518729478996771;-2,05414594373719;-1,23178703169724;3,67741940158652;"Kennebec";"mid-season";36,66666667;"HY";"4";"HY"
"975";975;70;3;4;0,894806461112926;-1,83397963846846;0,612087178003274;-2,21127386960993;-1,16981999478177;3,70817986374396;"Kennebec";"mid-season";38,22222222;"HY";"4";"HY"
"979";979;70;3;8;0,893791755298435;-2,01511094292082;0,611970195647721;-2,1582117865615;-1,00958907731872;3,67714985585489;"Kennebec";"mid-season";35,52777778;"HY";"4";"HY"
"980";980;70;3;9;0,896399888374996;-2,05653286192441;0,639956516776728;-2,1657321538894;-0,981177435420563;3,66708604608264;"Kennebec";"mid-season";32,88888889;"HY";"4";"HY"
"981";981;71;1;1;0,52476893832965;-1,96247871916032;0,815952278703686;-2,2927204060309;-0,755385787498144;3,66986369565604;"Superior";"early mid-season";28,82513661;"LY";"4";"LY"
"982";982;71;1;2;0,581050276238695;-1,98367281128184;0,640569432548281;-2,01352577443152;-0,809552970105582;3,58513184703197;"Superior";"early mid-season";36,2568306;"HY";"4";"HY"
"983";983;71;1;3;0,625456210150554;-1,99193962268353;0,391497566939615;-1,82286329263959;-0,65971248283391;3,45756162106686;"Superior";"early mid-season";36,06557377;"HY";"4";"HY"
"984";984;71;1;4;0,670537672388898;-1,95298609995833;0,336353766285697;-1,76193086319562;-0,794781714087972;3,50280723856732;"Superior";"early mid-season";37,59562842;"HY";"4";"LY"
"985";985;71;1;5;0,316458609079274;-1,95322261950157;0,502760990817184;-1,87723671252364;-0,49705857842119;3,50829831054994;"Superior";"early mid-season";40,32786885;"HY";"4";"LY"
"986";986;71;1;6;0,696307562492152;-1,89703180199065;0,423342832566899;-2,12660624363515;-0,6261195149896;3,53010716555634;"Superior";"early mid-season";39,31693989;"HY";"4";"LY"
"987";987;71;1;7;0,377644674647604;-1,77735727226627;0,522899530968186;-1,77735727226627;-0,91358457467556;3,5677549135923;"Superior";"early mid-season";42,5136612;"HY";"4";"LY"
"988";988;71;1;8;0,711965127635514;-1,78063542526127;0,424686362307571;-2,09301011030342;-0,869234678681305;3,60622872430291;"Superior";"early mid-season";34,9726776;"HY";"4";"LY"
"989";989;71;1;9;0,561834683816553;-2,07587038054869;0,46168000272473;-1,55965390814782;-0,781513514754487;3,39352311690973;"Superior";"early mid-season";39,3989071;"HY";"4";"HY"
"991";991;71;2;2;0,561919038202359;-2,06143116220754;0,445948343432518;-1,86905926956008;-0,616296301064718;3,53891935119747;"Superior";"early mid-season";36,74863388;"HY";"4";"HY"
"992";992;71;2;3;0,643629441001156;-1,97841897431278;0,501847295918721;-1,97841897431278;-0,717750826310296;3,52911203801597;"Superior";"early mid-season";38,98907104;"HY";"4";"HY"
"994";994;71;2;5;0,579545924561567;-1,94069400003525;0,459590760160498;-1,94069400003525;-0,673005381323211;3,51525669667166;"Superior";"early mid-season";39,04371585;"HY";"4";"HY"
"995";995;71;2;6;0,674846109669681;-1,99574943692684;0,378491644973637;-1,88753585228661;-0,714815591464779;3,54476312603492;"Superior";"early mid-season";42,13114754;"HY";"4";"HY"
"996";996;71;2;7;0,481327554088743;-1,86165017297087;0,551646944439011;-1,86165017297087;-0,830290111311923;3,5206159587259;"Superior";"early mid-season";42,95081967;"HY";"4";"LY"
"997";997;71;2;8;0,688021998759927;-1,82967447385106;0,402174068051203;-1,90566038082899;-0,908517552325736;3,55365634019466;"Superior";"early mid-season";40;"HY";"4";"LY"
"998";998;71;2;9;0,767346586780895;-1,7220075227212;0,40289639303539;-2,08201025675261;-0,983397968084501;3,61717276774203;"Superior";"early mid-season";39,28961749;"HY";"4";"HY"
"999";999;71;3;1;0,415412952729324;-2,09797316838055;0,543462283639681;-1,67052915355361;-0,798690184250284;3,60831726981543;"Superior";"early mid-season";26,39344262;"LY";"4";"LY"
"1001";1001;71;3;3;0,643072223515702;-1,95861595959159;0,34126277180471;-1,88065441812188;-0,671694072284906;3,52662945467797;"Superior";"early mid-season";36,74863388;"HY";"4";"HY"
"1003";1003;71;3;5;0,557615433027919;-2,0783759769655;0,471069193960068;-2,02280612581069;-0,376228666427136;3,44872614221535;"Superior";"early mid-season";37,56830601;"HY";"4";"LY"
"1004";1004;71;3;6;0,532292971722879;-2,06537914172953;0,289849684749943;-1,6509453636386;-0,51724175515922;3,41142360405452;"Superior";"early mid-season";42,34972678;"HY";"4";"LY"
"1005";1005;71;3;7;0,812077997657783;-1,90996902737376;0,480103519743402;-2,13311257868797;-0,880349610192601;3,63124969885314;"Superior";"early mid-season";30,81967213;"LY";"4";"LY"
"1006";1006;71;3;8;0,580873632511905;-1,71145066477308;0,519906918932599;-2,08614411421449;-0,811967051215305;3,50878127875837;"Superior";"early mid-season";38,36065574;"HY";"4";"HY"
"1007";1007;71;3;9;0,671081652869666;-1,93374998646541;0,600364451219123;-2,01598808470238;-0,835137697797297;3,51342966487629;"Superior";"early mid-season";44,26229508;"HY";"4";"LY"
"1008";1008;72;1;1;0,445466235715883;-1,88615272512445;0,752904604490808;-2,0005630763022;-0,912103159098103;3,60044812031806;"Kennebec";"mid-season";29,42622951;"LY";"4";"LY"
"1009";1009;72;1;2;0,523715628868725;-1,81053663737769;0,496386857214951;-1,74735773575616;-0,911790215154447;3,44958210220463;"Kennebec";"mid-season";40,92896175;"HY";"4";"HY"
"1010";1010;72;1;3;0,657095498893473;-1,75780315395242;0,528744940131808;-1,9044066281443;-1,0760846692161;3,55245401228753;"Kennebec";"mid-season";45,68306011;"HY";"4";"HY"
"1012";1012;72;1;5;0,642804552969555;-1,85275939129243;0,538621200484743;-1,97951109693158;-0,845496881212552;3,49634161598226;"Kennebec";"mid-season";40,32786885;"HY";"4";"HY"
"1013";1013;72;1;6;0,628992075174153;-1,93464309830025;0,529728949046042;-1,81957376851546;-0,836030809632141;3,43152665222766;"Kennebec";"mid-season";46,06557377;"HY";"4";"HY"
"1015";1015;72;1;8;0,438362015185953;-1,80818168692447;0,68914748286209;-2,03132523823868;-0,891890955050312;3,60388838216541;"Kennebec";"mid-season";24,31693989;"LY";"4";"LY"
"1016";1016;72;1;9;0,497436004035434;-1,99722682069793;0,65849756140254;-2,02707978384761;-0,703305779709055;3,57167881881663;"Kennebec";"mid-season";46,31147541;"HY";"4";"LY"
"1018";1018;72;2;2;0,570879167734793;-1,83549073205455;0,592883090401236;-1,83549073205455;-0,881617289031352;3,38883649500442;"Kennebec";"mid-season";43,36065574;"HY";"4";"HY"
"1019";1019;72;2;3;0,522079705992427;-1,89748001517663;0,449556840388252;-1,69268560253061;-0,783829849143977;3,40235892047054;"Kennebec";"mid-season";40,68306011;"HY";"4";"HY"
"1022";1022;72;2;6;0,708085412616382;-1,88734283013268;0,408241067402385;-1,86435331190798;-0,796512681906622;3,43188234392851;"Kennebec";"mid-season";33,08743169;"HY";"4";"LY"
"1023";1023;72;2;7;0,716182714367517;-1,72089684900942;0,342796335702278;-1,95451170019092;-0,882567658604975;3,49899715773552;"Kennebec";"mid-season";42,97814208;"HY";"4";"LY"
"1024";1024;72;2;8;0,469187836796467;-1,96261790029384;0,709500291582308;-1,96261790029384;-0,864005611625729;3,61055328383463;"Kennebec";"mid-season";30,05464481;"LY";"4";"LY"
"1025";1025;72;2;9;0,577388087020669;-1,96713427244169;0,746613949775162;-1,99612180931494;-0,92736248379651;3,5666165287573;"Kennebec";"mid-season";49,72677596;"HY";"4";"HY"
"1027";1027;72;3;2;0,44257673153213;-1,81481636727054;0,658394242754267;-1,79182684904584;-1,01166829149627;3,51734053352626;"Kennebec";"mid-season";41,2568306;"HY";"4";"LY"
"1028";1028;72;3;3;0,588526445305612;-1,819201748409;0,504889549806012;-1,84118065512777;-0,868719651786563;3,4356860602117;"Kennebec";"mid-season";41,66666667;"HY";"4";"HY"
"1029";1029;72;3;4;0,621267263460615;-1,71884026885652;0,487061152505388;-1,84400341181053;-0,97783706711894;3,43235233181999;"Kennebec";"mid-season";43,06010929;"HY";"4";"HY"
"1030";1030;72;3;5;0,654931276380057;-1,84478760921182;0,496570869708184;-1,91710827079145;-0,86978927651089;3,48018301042592;"Kennebec";"mid-season";43,08743169;"HY";"4";"HY"
"1031";1031;72;3;6;0,653067471614125;-1,93679263425;0,413474589559112;-1,80617245183294;-0,700780476179452;3,37720350108916;"Kennebec";"mid-season";41,28415301;"HY";"4";"HY"
"1032";1032;72;3;7;0,706480287960745;-1,85310353013616;0,566297947883175;-1,92054481093169;-0,885954381028513;3,38682448625244;"Kennebec";"mid-season";43,98907104;"HY";"4";"HY"
"1033";1033;72;3;8;0,44642498417641;-1,86712541057753;0,689903113392567;-2,00432653209101;-0,830206690914755;3,56533053601431;"Kennebec";"mid-season";27,4863388;"LY";"4";"LY"
"1034";1034;72;3;9;0,568564232074562;-1,81318406106051;0,673704749931479;-2,11686647485873;-0,850373313551465;3,53815486746467;"Kennebec";"mid-season";51,93989071;"HY";"4";"HY"
"1035";1035;73;1;1;0,543975473587894;-1,92112854890393;0,677194317374116;-2,18939253549861;-0,765357846395868;3,65470913983639;"Superior";"early mid-season";21,12021858;"LY";"4";"LY"
"1036";1036;73;1;2;0,673788443647017;-1,96093048436964;0,500986647193659;-2,05624066417397;-0,8034776956786;3,64587375338154;"Superior";"early mid-season";23,63387978;"LY";"4";"LY"
"1037";1037;73;1;3;0,703079206795568;-1,85984380752074;0,366201208350975;-1,97106944263096;-0,843469617089599;3,60510245209475;"Superior";"early mid-season";23,68852459;"LY";"4";"LY"
"1038";1038;73;1;4;0,729884534372046;-1,9201018657754;0,42022355520149;-1,94607735217866;-0,787872966308308;3,50394409468884;"Superior";"early mid-season";26,74863388;"LY";"4";"LY"
"1039";1039;73;1;5;0,657316223241494;-1,90982852478348;0,493248106756889;-1,99944068347317;-0,88020910760232;3,63891398586058;"Superior";"early mid-season";25,95628415;"LY";"4";"LY"
"1040";1040;73;1;6;0,686093579267441;-1,94476698314364;0,528163475597645;-2,06612784014791;-0,799634678840636;3,5962724472671;"Superior";"early mid-season";29,72677596;"LY";"4";"LY"
"1041";1041;73;1;7;0,737973110376883;-1,87248360440516;0,416856261838864;-2,01356220266507;-0,856109413974023;3,5873258488285;"Superior";"early mid-season";26,44808743;"LY";"4";"LY"
"1042";1042;73;1;8;0,745653567316324;-1,88543559264976;0,492050808517405;-2,06775714944371;-0,915077639505328;3,63056600576507;"Superior";"early mid-season";20,6557377;"LY";"4";"LY"
"1043";1043;73;1;9;0,731284269894842;-1,87960218275372;0,353990038753374;-2,02913391672468;-0,818730222068458;3,64219201289865;"Superior";"early mid-season";26,8852459;"LY";"4";"LY"
"1045";1045;73;2;2;0,692752775182089;-1,8308683867866;0,409281235266651;-2,03446734202784;-0,873334696378398;3,6366364147441;"Superior";"early mid-season";24,53551913;"LY";"4";"LY"
"1047";1047;73;2;4;0,735456499476377;-1,89779248854313;0,431460851533072;-2,01220283972088;-0,845271307075292;3,58834928432986;"Superior";"early mid-season";26,50273224;"LY";"4";"LY"
"1048";1048;73;2;5;0,650294465389463;-1,98006715725824;0,509877286559715;-2,010838815925;-0,794443491600502;3,62517771283456;"Superior";"early mid-season";21,2295082;"LY";"4";"LY"
"1049";1049;73;2;6;0,729142813127948;-1,92864555319337;0,444891275772957;-2,05380869614738;-0,839885560968275;3,64830572140812;"Superior";"early mid-season";23,57923497;"LY";"4";"LY"
"1050";1050;73;2;7;0,76928182017052;-1,86977550944474;0,353424554294741;-1,98100114455496;-0,862970770029752;3,59104104956419;"Superior";"early mid-season";25,79234973;"LY";"4";"LY"
"1051";1051;73;2;8;0,755240727157224;-1,91594788064083;0,476739047050405;-2,00556003933051;-0,938696448976985;3,6282245947407;"Superior";"early mid-season";21,83060109;"LY";"4";"LY"
"1052";1052;73;2;9;0,766545876720925;-1,8518921656916;0,464877562294404;-2,14914368915953;-0,929903412702804;3,6995158285386;"Superior";"early mid-season";24,94535519;"LY";"4";"HY"
"1053";1053;73;3;1;0,496989485421807;-1,94022933358048;0,72167426488595;-2,09929402821017;-0,812629508039116;3,63348911952201;"Superior";"early mid-season";20,10928962;"LY";"4";"LY"
"1054";1054;73;3;2;0,670510354336473;-1,91832721829976;0,542481879909181;-2,07247789812702;-0,848702466504901;3,62651534868602;"Superior";"early mid-season";19,23497268;"LY";"4";"LY"
"1055";1055;73;3;3;0,698838740385332;-1,97432420171644;0,527111750022774;-2,0956850587207;-0,717487907833434;3,56154667786247;"Superior";"early mid-season";26,91256831;"LY";"4";"LY"
"1056";1056;73;3;4;0,747949901821412;-1,91777567487601;0,429731105509549;-2,03218602605375;-0,792495139125737;3,56477583272453;"Superior";"early mid-season";33,66120219;"HY";"4";"LY"
"1057";1057;73;3;5;0,680063012051153;-1,86175177000873;0,46750157006748;-2,03868247816781;-0,877549832518361;3,63041949857626;"Superior";"early mid-season";23,06010929;"LY";"4";"LY"
"1059";1059;73;3;7;0,738965629503042;-1,90637444329171;0,530844375710573;-2,10053045773267;-0,932925297577608;3,67002019338837;"Superior";"early mid-season";26,80327869;"LY";"4";"HY"
"1062";1062;74;1;1;0,505310511544138;-1,9946340156084;0,593357836000289;-1,9946340156084;-0,720456952609217;3,6110566362816;"Superior";"early mid-season";27,95081967;"LY";"4";"LY"
"1064";1064;74;1;3;0,686586582152905;-1,98232371061204;0,522583605882635;-2,01309536927879;-0,834440372937142;3,62068926479242;"Superior";"early mid-season";37,81420765;"HY";"4";"LY"
"1065";1065;74;1;4;0,726774753954857;-1,96347082251385;0,518981838312587;-2,02409544433028;-0,864858533845736;3,60666820842242;"Superior";"early mid-season";34,28961749;"HY";"4";"LY"
"1066";1066;74;1;5;0,632125060467788;-1,98663844980766;0,643450209824842;-2,15653748660305;-0,779545518145476;3,64714618426356;"Superior";"early mid-season";37,78688525;"HY";"4";"LY"
"1068";1068;74;1;7;0,761210457208034;-1,93102913786753;0,544025215477455;-2,09009383249722;-0,924790169330438;3,6406774670097;"Superior";"early mid-season";33,68852459;"HY";"4";"HY"
"1069";1069;74;1;8;0,759639587929116;-1,90506017229948;0,607245451676635;-2,14347119574448;-1,01954109909208;3,70118742753028;"Superior";"early mid-season";37,24043716;"HY";"4";"HY"
"1072";1072;74;2;2;0,596896539694479;-2,0136187865813;0,610171070903174;-2,0136187865813;-0,765194219684526;3,58536418224946;"Superior";"early mid-season";32,89617486;"HY";"4";"HY"
"1073";1073;74;2;3;0,701540570798663;-1,82726027254656;0,457213070504438;-2,02508601587648;-0,916110940172826;3,60970358729277;"Superior";"early mid-season";36,20218579;"HY";"4";"LY"
"1074";1074;74;2;4;0,741531620607621;-1,89950787021163;0,425056129501193;-1,98651924720126;-0,898059329997166;3,61749869730124;"Superior";"early mid-season";28,98907104;"LY";"4";"LY"
"1075";1075;74;2;5;0,60887075551658;-1,94926813294243;0,588156551129016;-2,04164145307345;-0,831237758417219;3,6251200377875;"Superior";"early mid-season";29,69945355;"LY";"4";"LY"
"1076";1076;74;2;6;0,647043826081213;-1,90363413727499;0,550089585076321;-1,98587223551196;-0,859089069877156;3,55146203150657;"Superior";"early mid-season";33,7704918;"HY";"4";"LY"
"1077";1077;74;2;7;0,712813808833503;-1,88161136676099;0,565554955044166;-2,09783447523062;-0,932530812063841;3,63360789017778;"Superior";"early mid-season";40,27322404;"HY";"4";"HY"
"1078";1078;74;2;8;0,711757755086894;-1,93358231770786;0,568335677906677;-2,02595563783888;-0,960133171993756;3,63957769454692;"Superior";"early mid-season";37,18579235;"HY";"4";"LY"
"1079";1079;74;2;9;0,767367472754093;-1,84230478470142;0,579863524453156;-2,19512615932416;-0,953413027015381;3,64361297383372;"Superior";"early mid-season";35,0273224;"HY";"4";"HY"
"1080";1080;74;3;1;0,506273389079027;-1,87544902447374;0,73591750499633;-2,22375571874196;-0,847932657489363;3,70494650662971;"Superior";"early mid-season";29,3442623;"LY";"4";"LY"
"1081";1081;74;3;2;0,657178158005092;-1,95418837146498;0,736057205003723;-2,22245235805966;-0,826588545923619;3,60999391243945;"Superior";"early mid-season";38,96174863;"HY";"4";"LY"
"1082";1082;74;3;3;0,719454528489449;-1,82758390240556;0,430432871108612;-1,99463798706872;-0,937268656934663;3,60960314681088;"Superior";"early mid-season";33,1147541;"HY";"4";"LY"
"1083";1083;74;3;4;0,732433299952724;-1,8578338654931;0,603652510086799;-2,18325626592773;-0,952716434217073;3,65772075559838;"Superior";"early mid-season";37,24043716;"HY";"4";"HY"
"1085";1085;74;3;6;0,712773504829487;-1,89939492456944;0,575942274202409;-2,12253847588365;-0,911448203788851;3,64466582521005;"Superior";"early mid-season";34,80874317;"HY";"4";"HY"
"1086";1086;74;3;7;0,722743200327586;-1,94937499154856;0,592690072079388;-2,07453813450257;-0,911387324696886;3,61986717834104;"Superior";"early mid-season";32,21311475;"LY";"4";"HY"
"1087";1087;74;3;8;0,767682756838371;-1,89357528275708;0,757652582478434;-2,23004751937829;-1,04220409698224;3,64049155980081;"Superior";"early mid-season";36,74863388;"HY";"4";"HY"
"1088";1088;74;3;9;0,766140047134162;-1,79683497602366;0,408900290980471;-2,02640941766816;-0,99448850349872;3,6426925590759;"Superior";"early mid-season";34,18032787;"HY";"4";"HY"
"1090";1090;75;1;2;0,545616734274349;-1,85670332450438;0,500462336793805;-1,90671374507904;-0,808101456410929;3,52543945492619;"Kennebec";"mid-season";22,75956284;"LY";"4";"HY"
"1092";1092;75;1;4;0,709212467895444;-1,7629319302787;0,32192967887047;-1,87800126006349;-0,891092960975383;3,50088400455167;"Kennebec";"mid-season";21,53005464;"LY";"4";"LY"
"1095";1095;75;1;7;0,69296577208779;-1,85210939916666;0,272794516589931;-1,87563989657686;-0,715469714909314;3,47745872197511;"Kennebec";"mid-season";25,27322404;"LY";"4";"LY"
"1096";1096;75;1;8;0,712641499290509;-1,91553433013722;0,584410197015325;-2,11620502559937;-0,957694595350188;3,69238225478094;"Kennebec";"mid-season";32,45901639;"HY";"4";"HY"
"1098";1098;75;2;1;0,42388578033658;-1,96130284119268;0,677754488422583;-1,98947371815937;-0,700634693190195;3,54977098378308;"Kennebec";"mid-season";20,71038251;"LY";"4";"LY"
"1099";1099;75;2;2;0,517334025022758;-1,92501301034645;0,445230731121415;-1,82970283054212;-0,686638779303177;3,47878986404757;"Kennebec";"mid-season";22,32240437;"LY";"4";"LY"
"1101";1101;75;2;4;0,660723549751322;-1,93338239200167;0,553658730314963;-1,93338239200167;-0,83477010333356;3,48715260727062;"Kennebec";"mid-season";22,95081967;"LY";"4";"HY"
"1103";1103;75;2;6;0,615637158071998;-1,89473609815306;0,605918908603076;-1,96884407030679;-0,80409197913413;3,4461160809189;"Kennebec";"mid-season";25,95628415;"LY";"4";"LY"
"1104";1104;75;2;7;0,628195520907184;-1,87050445101315;0,450949126285277;-1,97058790957013;-0,717824941074766;3,4797726544656;"Kennebec";"mid-season";24,64480874;"LY";"4";"LY"
"1105";1105;75;2;8;0,687142111226892;-1,90312505421893;0,497098508339027;-1,95576878770436;-0,848187829053486;3,52284105141085;"Kennebec";"mid-season";23,60655738;"LY";"4";"HY"
"1106";1106;75;2;9;0,675911627873392;-1,78942492572051;0,463090114628728;-2,02426451679791;-0,868493814289854;3,54318151430616;"Kennebec";"mid-season";26,28415301;"LY";"4";"LY"
"1107";1107;75;3;1;0,485794972439336;-1,92215063621254;0,608012605163585;-2,10447219300649;-0,661482488210055;3,59429773982617;"Kennebec";"mid-season";15,51912568;"LY";"4";"LY"
"1108";1108;75;3;2;0,506023670055664;-1,9297802667246;0,603916547232828;-1,95509807470889;-0,691406035681336;3,46634415982634;"Kennebec";"mid-season";26,50273224;"LY";"4";"LY"
"1109";1109;75;3;3;0,62617434085171;-1,82099198095344;0,395793122237269;-1,93877501660983;-0,722379692285334;3,46017922675962;"Kennebec";"mid-season";24,83606557;"LY";"4";"LY"
"1111";1111;75;3;5;0,534915480128301;-2,01229505299585;0,630835602007041;-2,01229505299585;-0,662368336046838;3,52120735990321;"Kennebec";"mid-season";24,09836066;"LY";"4";"LY"
"1112";1112;75;3;6;0,631280684840877;-1,84388878966926;0,353335787666955;-1,86741928707946;-0,760901818904236;3,48759342314512;"Kennebec";"mid-season";23,90710383;"LY";"4";"LY"
"1113";1113;75;3;7;0,6710522159251;-1,94014815918719;0,395226756629844;-1,89013773861253;-0,720907882730468;3,48491480797525;"Kennebec";"mid-season";21,93989071;"LY";"4";"LY"
"1114";1114;75;3;8;0,64419227005342;-1,92903870823984;0,631743976526852;-2,07422071808434;-0,821457749588968;3,54878092933287;"Kennebec";"mid-season";24,04371585;"LY";"4";"LY"
"1117";1117;86;10000;2;0,624232238872063;-2,30844189871479;0,694670482136823;-0,706438964768209;-1,77563736823002;3,47161551070414;"Superior";"early mid-season";23,8;"LY";"4";"LY"
"1118";1118;86;10000;3;0,670892526745879;-2,24774966508854;0,542821559701673;-0,732976979195519;-1,62129385902727;3,38830641686377;"Superior";"early mid-season";34,2;"HY";"4";"LY"
"1119";1119;86;10000;4;0,645856662095007;-2,31720482916943;0,664138706932456;-0,789596934982967;-1,62405764860949;3,42086404373443;"Superior";"early mid-season";25,5;"LY";"4";"LY"
"1121";1121;86;10000;6;0,655917436942578;-2,22748565163749;0,446662997789036;-0,68927524849176;-1,56608716939213;3,38026763478977;"Superior";"early mid-season";25,2;"LY";"4";"LY"
"1122";1122;86;10000;7;0,674368512621752;-2,18696619241987;0,637294540364235;-0,793124625664593;-1,71318184033423;3,3816096054327;"Superior";"early mid-season";32,2;"LY";"4";"LY"
"1123";1123;86;10000;8;0,684283632923969;-2,26365797679367;0,617411388440178;-0,534956643532755;-1,90365524276227;3,40057484172455;"Superior";"early mid-season";28,3;"LY";"4";"LY"
"1125";1125;86;10000;10;0,742047692336727;-2,1261955030487;0,731666976282166;-1,32905456209385;-1,46381998115551;3,44535537767918;"Superior";"early mid-season";30,2;"LY";"4";"HY"
"1126";1126;87;1;1;0,590863497077188;-1,77571649105572;0,327887299903197;-1,41470314551839;-1,22233125287093;3,49400009246466;"FL 1533";"mid-season";22,37595628;"LY";"2";"LY"
"1127";1127;87;1;2;0,671655433612956;-1,69822173893584;0,280749272380357;-1,55250992775445;-1,16413925300559;3,46246621370257;"FL 1533";"mid-season";25,90601093;"LY";"2";"LY"
"1128";1128;87;1;3;0,643338054507335;-1,60986579057078;0,328221632803319;-1,62821492923898;-1,210479728539;3,47700076103811;"FL 1533";"mid-season";29,96939891;"LY";"2";"LY"
"1129";1129;87;1;4;0,664051278463123;-1,84369852897713;0,235743012702704;-1,337428721747;-1,18523690640508;3,46656986596338;"FL 1533";"mid-season";32,93333333;"LY";"2";"LY"
"1130";1130;87;1;5;0,588508928033389;-1,73627687494085;0,368354915567545;-1,50096278800638;-1,18544591656116;3,46582173590746;"FL 1533";"mid-season";30,18579235;"LY";"2";"LY"
"1131";1131;87;1;6;0,512121835272535;-1,87549350690609;0,279171456011337;-1,30169308397871;-1,15765371375577;3,54354701335669;"FL 1533";"mid-season";26,25136612;"LY";"2";"LY"
"1133";1133;87;1;8;0,683324147395546;-1,77956150724589;0,285573638782712;-1,55641795593168;-1,16930198649171;3,53638366349101;"FL 1533";"mid-season";26,31912568;"LY";"2";"LY"
"1134";1134;87;1;9;0,586204163823816;-1,68992287020721;0,242671502872333;-1,41622703973017;-1,13561213450148;3,4128863777427;"FL 1533";"mid-season";35,26338798;"LY";"2";"LY"
"1136";1136;87;1;11;0,568337566220477;-1,8991261699558;0,338920401900672;-1,33951038202038;-1,18128637680549;3,51266496066052;"FL 1533";"mid-season";36,33224044;"HY";"2";"LY"
"1138";1138;87;1;13;0,679825993730511;-1,66616683877103;0,320461403303066;-1,51461694064383;-1,23084876751319;3,41134514989447;"FL 1533";"mid-season";30,50054645;"LY";"2";"LY"
"1139";1139;87;1;14;0,616626871890361;-1,87492432061631;0,231916195251643;-1,32487798369704;-1,05661399710236;3,40787323427369;"FL 1533";"mid-season";34,46994536;"LY";"2";"LY"
